,head,tail,relation,sentence,time,head_code,tail_code
4102,广汽集团,比亚迪,rise,汽车股普涨，广汽集团涨超8%，比亚迪、吉利涨超3%,2021-08-12 12:10:24,601238.SH,002594.SZ
4103,紫金矿业,中国铝业,rise,黄金股、铝业股、钢铁股、煤炭股等板块纷纷上涨，紫金矿业、中国铝业涨超4%，创科实业涨10.69%,2021-08-12 12:10:24,601899.SH,601600.SH
4104,金地集团,保利地产,same_industry,建议关注：1)开发板块：金地集团、万科，A、保利地产、龙湖集团、佳兆业集团,2021-08-11 10:44:24,600383.SH,600048.SH
4105,郑州煤电,宝泰隆,rise,【煤炭板块今日大涨，煤炭ETF(515220)涨超1.6%】煤炭板块今日大涨，华阳股份涨停；晋控煤业、郑州煤电、宝泰隆等多股跟涨,2021-08-11 10:10:09,600121.SH,601011.SH
4106,深信服,中国电信,cooperate,【深信服：与中国电信签订战略合作协议，并拟5亿元参与其战略配售】8月10日，深信服公告，公司以自有资金参与中国电信的战略配售，获配金额为5亿元；公司与中国电信签订战略合作协议，双方将在云计算、网络安全等业务领域就资本、技术、资源等方面加强合作,2021-08-11 01:40:18,300454.SZ,601728
4107,中信证券,贝泰妮,unknown,TCL科技获中信证券给出的目标价12.2元，贝泰妮获中信证券给出的目标价275元,2021-08-11 23:07:24,600030.SH,300957
4108,申万宏源,宏源证券,same_industry,【600亿元的项目才挣6万元！债券承销又现“地板价”】没有最低，只有更低，债券承销又现“地板价”！近日广发银行公示了2021-2022年金融债券发行服务机构(主承销商)选聘中选结果，共计600亿元金融债券的发行项目，6家机构中选，其中申万宏源证券给出了0.0001%承销费率,2021-08-11 21:35:03,000166.SZ,000562.SZ
4109,恩捷股份,金辰股份,same_industry,从中报以及最新披露的持仓来看，葛卫东、张勇、王孝安、赵建平等多位牛散在新能源汽车、光伏、芯片等热门赛道大显身手，如葛卫东持仓盛新锂能、张勇持仓恩捷股份、王孝安持仓金辰股份等，均获得丰厚投资回报,2021-08-11 20:00:51,002812.SZ,603396.SH
4110,数码科技,中国电信,cooperate,此外，哔哩哔哩的联属公司上海宽娱数码科技有限公司已与中国电信签订战略合作协议，以寻求在用户增长、品牌推广、互联网数据中心和云服务等不同领域的合作机会,2021-08-11 18:41:37,300079.SZ,601728
4111,贵州茅台,中国人寿,same_industry,【险资二季度调仓抢先看！追了这些热门股，也当过反向指标（名单）】险资持仓市值最高的是贵州茅台(600519.SH)，中国人寿持有87.92亿元，相比于一季度末市值增加了7031.58万元，但是持仓数量却减少了6.65万股,2021-08-11 17:05:16,600519.SH,601628.SH
4112,南京聚隆,比亚迪,cooperate,【南京聚隆收深交所关注函】深交所向南京聚隆(300644)下发关注函，要求详细说明与比亚迪、吉利、蔚来、理想、小鹏、恒大等新能源厂商合作的供应商认证、供货、业务收入及占比、目前产能及在手订单情况等,2021-08-10 11:55:01,300644.SZ,002594.SZ
4113,*ST盐湖,中国银河,same_industry,【曾经的亏损王*ST盐湖重生归来，市值直接破2000亿】中国银河证券研究院认为，盐湖股份估值应该在1300亿-2000亿元区间,2021-08-10 11:20:59,000792.SZ,601881.SH
4114,泸州老窖,酒鬼酒,rise,除了飞天茅台，今年以来多个白酒企业频繁上调产品价格，比如，泸州老窖对旗下高端产品国窖1573和窖龄酒进行了涨价，酒鬼酒同样在2021年频繁调整产品价格,2021-08-10 10:29:33,000568.SZ,000799.SZ
4115,川能动力,国轩高科,same_industry,值得注意的是，在经历股价持续上涨之后，川能动力、国轩高科等多家锂矿企业近期纷纷提示风险,2021-08-10 06:50:45,000155.SZ,002074.SZ
4116,京东方,天风证券,supply,【天风国际郭明錤：京东方将成为Apple，Mini，LED面板新供货商】天风证券分析师郭明錤最新研报指出，Apple将在约2022年中期推出全新设计MacBook，Air，此新机型主要卖点之一为采用Mini，LED显示屏，而京东方将是MacBook，Air的Mini，LED显示屏新供货商,2021-08-10 22:39:39,000725.SZ,601162.SH
4117,锦浪科技,双环传动,same_industry,在目前已披露中报的公司中，有55公司出现社保身影，有60公司出现QFII身影，锦浪科技、双环传动等牛股被积极抢筹,2021-08-10 22:19:41,300763.SZ,002472.SZ
4118,锦浪科技,双环传动,same_industry,在目前已披露中报的公司中，有55公司出现社保身影，有60公司出现QFII身影，锦浪科技、双环传动等牛股被积极抢筹,2021-08-10 21:04:06,300763.SZ,002472.SZ
4119,恒信东方,朗新科技,reduce_holding,【恒信东方：减持朗新科技1.71%股份】恒信东方(300081)8月10日晚间公告，公司累计出售朗新科技股票1748.56万股，占朗新科技总股本的1.71%，成交均价为14.61元/股，成交金额为2.55亿元,2021-08-10 19:14:00,300081.SZ,300682.SZ
4120,晓鸣股份,安科生物,unknown,【午间公告：晓鸣股份7月鸡产品销售收入同比增91%】安科生物：参股公司博生吉公司收到药物临床试验批准通知书，国家药品监督管理局同意博生吉公司开展治疗成人复发/难治性CD7阳性血液淋巴系统恶性肿瘤的临床试验；此次获临床试验批准的是博生吉公司自主研发的国际首款基于纳米抗体的CD7-CAR-T细胞注射液,2021-08-09 12:00:00,300967,300009.SZ
4121,中远海控,中远海发,rise,【港口航运股普涨，中远海控(1919.HK)涨超3%】港口航运股普涨，永丰集团控股涨超9%，中远海控涨超3%，中远海运港口、中远海发、海丰国际等跟涨,2021-08-09 10:40:40,601919.SH,601866.SH
4122,赣锋锂业,比亚迪,fall,港股锂电板块走弱，赣锋锂业跌超6%，比亚迪股份跌超5%，恒大汽车跌近2%,2021-08-09 09:58:42,002460.SZ,002594.SZ
4123,中国电信,三峡能源,unknown,【顶格或中40签！史上最容易中签新股来了？就在今日】中国电信将于本周一申购，发行价格为4.53元/股，申购上限311.80万股，网上顶格申购需配置沪市市值3118万元；参照三峡能源网上中签率数据测算，顶格申购中国电信或可中40签，有望成为A股市场实施信用申购制度以来中签率最高的新股,2021-08-09 08:21:51,601728,600905
4124,华灿光电,三安光电,dispute,【华灿光电起诉三安光电专利侵权，LED行业知识产权大战升级】LED行业的知识产权大战再次升级,2021-08-09 06:06:15,300323.SZ,600703.SH
4125,华灿光电,三安光电,dispute,记者从知情人士处获悉，华灿光电已经起诉三安光电侵犯其专利，法院已正式立案,2021-08-09 06:06:15,300323.SZ,600703.SH
4126,中国电信,中国联通,same_industry,此前，中国移动亦披露公告称即将回归A股上市，至此，中国电信、中国移动以及中国联通三大运营商会师A股渐行渐近,2021-08-09 05:12:25,601728,600050.SH
4127,亿纬锂能,格林美,supply,"【亿纬锂能：2024年起格林美将每年供应公司1万吨以上的回收产出镍产品】亿纬锂能(300014)8月9日晚间公告，公司及格林美(002340)签署《10,000吨回收镍产品定向循环供应合作备忘录》，自2024年起，格林美承诺向公司供应每年1万吨以上的回收产出镍产品(包括硫酸镍、三元前驱体与三元材料等镍产品)，合作期限自产品供应开始延续10年，且可根据需要进行数量增加和合作期限的延长",2021-08-09 18:49:01,300014.SZ,002340.SZ
4128,长荣股份,海目星,supply,【长荣股份：将向海目星销售锂电池生产相关设备，金额4.2亿元】长荣股份(300195)8月9日晚间公告，公司8月9日与海目星(688559)签署了《采购意向框架协议》，就海目星向长荣股份采购锂电池生产相关设备及模组达成一致意向，协议有效期两年，总金额为4.2亿元,2021-08-09 18:45:29,300195.SZ,688559
4129,赛伍技术,皖天然气,unknown,【证监会：赛伍技术、皖天然气发行可转债事项获通过】证监会公告，苏州赛伍应用技术股份有限公司、安徽省天然气开发股份有限公司发行可转债事项获通过,2021-08-09 18:42:00,603212,603689.SH
4130,宝丰能源,中国化学,cooperate,【宝丰能源：拟不超10亿元参与中国化学非公开发行股份认购】宝丰能源(600989)8月9日晚间公告，公司与中国化学拟全面建立战略合作关系，为了加快双方战略合作关系的进展，公司拟参与中国化学的非公开发行股份认购，认购金额不超过10亿元,2021-08-09 18:39:54,600989.SH,601117.SH
4131,动力源,东风汽车,supply,【动力源：公司客户有东风汽车、吉利汽车等】动力源(600405)在互动平台表示，公司在纯电、混合动力、氢动力三纵技术发展路线上布局电源、电控产品，主要包括电驱动类产品系列、车载电源产品系列、氢动力产品系列,2021-08-09 16:11:20,600405.SH,600006.SH
4132,东风汽车,亿华通,supply,公司客户有东风汽车集团、吉利汽车、柳州五菱、PLUG，POWER、亿华通、上海重塑、康明斯、势加透博等,2021-08-09 16:11:20,600006.SH,688339
4133,比亚迪,上汽集团,unknown,【网传比亚迪将收购上汽乘用车业务，上汽回应：不信谣、不传谣】8月9日，网传比亚迪将收购上汽乘用车业务，上汽集团投资者关系部相关负责人回应称，不信谣、不传谣，这种事情是不可能的，新能源自主品牌是趋势,2021-08-09 15:26:34,002594.SZ,600104.SH
4134,星网锐捷,润和软件,cooperate,【星网锐捷与润和软件发布全国首款OpenHarmony智能支付终端】星网锐捷消息，近日，星网锐捷旗下升腾资讯与润和软件达成战略合作，发布全球首款基于OpenHarmony金融智能支付终端,2021-08-09 13:10:41,002396.SZ,300339.SZ
4135,天齐锂业,赣锋锂业,fall,【锂电池板块大跌！关键时刻，券商、银行股联手护盘】前几天市场还在欢呼“锂电池YYDS”，今天一场大跌就来了……今日早盘，锂电、新能源车板块迎来集体调整，锂电龙头天齐锂业、赣锋锂业双双跌逾6%,2021-08-09 12:54:25,002466.SZ,002460.SZ
4136,东方证券,广发证券,rise,中资券商股带动大金融板块走强，东方证券、广发证券均涨超4%,2021-08-09 12:15:23,600958.SH,000776.SZ
4137,中国电信,安恒信息,supply,云财经讯，记者获悉，近日，中国电信发布2021年安全数据中心之态势感知模块（集团及31省）建设工程-省态势感知软件中标候选人公示，安恒信息综合排名第一，中标最大份额,2021-11-16 09:56:11,601728,688023.SH
4138,中国电信,东风汽车,cooperate,云财经讯，近日，随着东风岚图FREE新能源汽车的正式上市，由中国电信与东风汽车岚图汽车联手打造的5G车联网项目落地开花，为广大汽车用户带来新、奇、特的体验,2021-11-16 09:47:58,601728,600006.SH
4139,格力电器,盾安环境,increase_holding,云财经讯，格力电器：拟受让盾安环境29.48%股份，转让价款约21.90亿元,2021-11-16 20:42:14,000651.SZ,002011.SZ
4140,中利集团,上海电气,cooperate,云财经讯，中利集团(002309)11月16日晚间公告，近期，公司全资子公司苏州腾晖光伏技术有限公司（简称“腾晖光伏”）分别与国网浙江综合能源服务有限公司、黄石金能光伏有限公司、湖州南浔电力规划设计院有限公司、宁波宁电新能源开发有限公司、上海电气输配电集团有限公司签署七份光伏组件购销合同，约定腾晖光伏销售总价约3亿元的光伏组件,2021-11-16 19:52:19,002309.SZ,601727.SH
4141,福立旺,比亚迪,cooperate,云财经讯，11月16日电，福立旺公布异动公告，与比亚迪的合作目前只在天窗、门锁和天线等业务,2021-11-16 19:48:42,688678,002594.SZ
4142,中国电信,绿盟科技,supply,云财经讯，记者获悉，11月，中国电信发布“2021年安全数据中心之态势感知模块（集团及31省）建设工程-省态势感知软件中标候选人公示”，绿盟科技成功入围,2021-11-16 18:21:54,601728,300369.SZ
4143,岭南股份,易事特,cooperate,云财经讯，11月15日，岭南股份与易事特正式签署战略合作协议,2021-11-16 17:52:28,002717.SZ,300376.SZ
4144,长江电力,云南能投,cooperate,云财经讯，11月16日电，长江电力公告，全资子公司长电新能”与公司控股股东中国三峡集团的全资子公司三峡集团云南能投按照51%和49%的比例共同出资30亿元(长电新能出资15.3亿元)，设立长电云南能源投资有限责任公司(“长电云能”),2021-11-16 17:32:18,600900.SH,002053.SZ
4145,中国能建,葛洲坝,supply,云财经讯，据了解，10号机组转子是继9月27日白鹤滩水电站11号机组转子吊装成功之后，中国能建葛洲坝机电公司在50天内成功实现的又一台机组转子吊装,2021-11-16 14:33:49,601868,600068.SH
4146,盛通股份,恒信东方,cooperate,云财经讯，盛通股份(002599)在互动平台表示，公司和恒信东方在教育行业不属于竞争关系,2021-11-16 13:00:18,002599.SZ,300081.SZ
4147,温氏股份,中信证券,unknown,云财经讯，温氏股份(300498)在中信证券小范围策略会上表示，对于楼房养猪模式，目前公司仍处于探索试验阶段，公司也在全国范围内不同区域，已布局了10余个符合不同流程、不同环境、不同气候的楼房养猪项目进行探索,2021-11-15 10:47:15,300498.SZ,600030.SH
4148,易华录,卫士通,cooperate,云财经讯，易华录(300212)11月15日早间公告，公司与成都卫士通信息产业股份有限公司（简称“卫士通”）经友好协商，于近日签署了《战略合作协议》,2021-11-15 07:53:17,300212.SZ,002268.SZ
4149,宸展光电,光电股份,superior,云财经讯，11月15日电，宸展光电公告，公司董事长孙大明，董事MichaelChao-JueiChiang(江朝瑞)、FosterChiang(江明宪)、黄火表、李明芳，独立董事郭莉莉、吴家莹、朱晓峰，监事王威力、邱丁贤、李莉及高级管理人员李明芳、陈建成、吴俊廷、袁仕杰、李滢雪、徐可欣承诺自公司首次公开发行前已发行股份解除限售上市流通之日起6个月内(即2021年11月18日至2022年5月18日)，不以任何方式减持本人所直接及间接持有的宸展光电股份，包括承诺期间因送股、公积金转增股本等权益分派产生的新增股份,2021-11-15 19:48:06,003019,600184.SH
4150,杭锅股份,智慧能源,superior,云财经讯，杭锅股份：控股子公司杭锅能投拟以自有资金出资500万元设立全资子公司杭州西子智慧能源,2021-11-15 16:59:09,002534.SZ,600869.SH
4151,多氟多,比亚迪,cooperate,云财经讯，多氟多(002407)11月15日晚间公告，公司近日与深圳市比亚迪供应链管理有限公司签订了《战略合作协议》，比亚迪拟在合作协议有效期内向公司采购总数量不低于56050吨的六氟磷酸锂产品，有效期为2022年1月至2025年12月,2021-11-15 16:01:19,002407.SZ,002594.SZ
4152,中国人保,宸展光电,rise,其中，中国人保占下周解禁总市值的80%，会通股份、中国人保、宸展光电流通盘将增加超100%,2021-11-14 10:40:04,601319.SH,003019
4153,阳光电源,天合光能,same_industry,公司承接了大量需求主要在海外的家庭储能和便携式储能订单，这部分大约占到储能业务总收入的一半；公司还拿下了国内光伏电力储能大客户阳光电源、天合光能等企业的诸多大型储能项目订单；公司还中标了中国移动通讯基站储能电池项目,2021-11-14 22:35:00,300274.SZ,688599
4154,大秦铁路,唐山港,unknown,10月份，中国铁路太原局集团有限公司日均装运煤炭22875车，超计划完成当月保供运输任务；11月份截至13日，累计装运煤炭2557万吨，日均装车达26362车，其中大秦铁路累计运送煤炭达1600余万吨，对口供应的秦皇岛港、唐山港、曹妃甸港存煤由10月底的1600余万吨恢复到1900万吨以上,2021-11-14 19:04:34,601006.SH,601000.SH
4155,永太科技,宁德时代,superior,云财经讯，永太科技公告，公司控股子公司永太高新的股东盈科恒通拟将其持有的永太高新25%股权以5亿元转让给宁德时代,2021-11-14 18:21:46,002326.SZ,300750.SZ
4156,顺威股份,华安证券,dispute,云财经讯，11月14日电，顺威股份公告，就公司持股5%以上股东蒋九明与华安证券股份有限公司质押式证券回购纠纷一案，合肥铁路运输法院将于2021年12月14日上午10时至2021年12月15日上午10时止(延时除外)在淘宝网司法拍卖网络平台进行公开拍卖蒋九明持有的顺威股份4500万股，占公司总股本的6.25%，且全部处于质押/司法冻结状态,2021-11-14 18:14:24,002676.SZ,600909.SH
4157,万里马,海通证券,be_increased_holding,云财经讯，11月14日电，万里马公告，控股股东、实际控制人之一林大洲11月12日与林锦宏及海通证券签订了《股份转让协议》，拟通过协议转让方式向转让其持有的950万股无限售流通股（占公司总股本的2.88%），以偿还其在海通证券部分质押融资，降低股票质押风险,2021-11-14 16:56:47,300591.SZ,600837.SH
4158,润建股份,农业银行,supply,云财经讯，润建股份：近日中标中国农业银行股份有限公司广西壮族自治区分行《全行电气火灾智能监测采购项目》,2021-11-14 16:31:58,002929.SZ,601288.SH
4159,联瑞新材,连云港,superior,云财经讯，联瑞新材：拟使用自有资金2.5亿元人民币向全资子公司连云港联瑞进行增资，用于连云港联瑞投资年产15000吨高端芯片封装用球形粉体生产线建设项目等项目的建设和运营,2021-11-14 15:39:27,688300.SH,601008.SH
4160,中国电信,天邑股份,supply,论坛上，中国电信公布了37家首批A级-产品供应商名单，天邑股份荣列其中,2021-11-14 12:16:36,601728,300504.SZ
4161,天邑股份,中国电信,cooperate,天邑股份将与中国电信进一步加强合作，共同推动电信供应链生态的发展,2021-11-14 12:16:36,300504.SZ,601728
4162,中国石油,辽河油田,supply,云财经讯，日前，中国石油辽河油田双台子储气库群双6储气库扩容上产工程正式采气投产,2021-11-13 09:37:20,601857,000817.SZ
4163,宁德时代,贵州茅台,unknown,宁德时代本周再度获得北上资金净买入逾13亿元，总持仓达到创纪录的1.84亿股，持仓市值本周也历史首次突破1200亿元，进一步逼近贵州茅台的持股市值,2021-11-13 06:46:27,300750.SZ,600519.SH
4164,新国都,建设银行,superior,云财经讯，记者获悉，近日，新国都旗下子公司新国都支付入围建设银行2021年全行收单用智能音箱采购项目,2021-11-12 10:09:43,300130.SZ,601939
4165,合盛硅业,中国中车,same_industry,云财经讯，明晟公司（MSCI）：纳入MSCI新兴市场指数的市值前三大个股为合盛硅业，中国中车（CRRC），以及韩国《绝地求生》出品方魁匠团,2021-11-12 06:06:14,603260.SH,601766.SH
4166,中国人保,中国太保,same_industry,四季度以来，外资继续加仓部分保险股，截至11月11日，外资对中国人保与中国太保的持股量分别较去年12月31日暴增90%、50%,2021-11-12 04:51:52,601319.SH,601601.SH
4167,工商银行,中国银行,same_industry,中国工商银行、中国银行的个贷经理均表示，在上海的按揭贷款放款速度并未有明显变化，仍需半年左右,2021-11-12 20:46:21,601398.SH,601988
4168,中国联通,中国银行,cooperate,云财经讯，记者获悉，11月8日，中国联通与中国银行在京正式签署《中国联通和中国银行5G消息测试协议》，这是中国联通首次与金融行业企业签署5G消息合作协议,2021-11-12 18:52:26,600050.SH,601988
4169,中国联通,中国银行,cooperate,下一步，中国联通与中国银行将充分开展在“冬奥+5G消息+数字货币”等方面的合作,2021-11-12 18:52:26,600050.SH,601988
4170,康希诺,生物股份,cooperate,云财经讯，11月12日电，康希诺生物股份公司携全球首款吸入式腺病毒载体新冠疫苗克威莎亮相第五届海南健博会,2021-11-12 16:46:48,688185,600201.SH
4171,浙江富润,上峰水泥,reduce_holding,云财经讯，浙江富润：公司累计减持上峰水泥1.48%股份，减持均价为20.2元/股，本次减持金额约为2.43亿元,2021-11-12 15:34:09,600070.SH,000672.SZ
4172,信濠光电,立讯精密,cooperate,云财经讯，信濠光电：全资子公司广东信濠与立讯精密控股子公司立铠精密共同投资设立“立濠光电科技（东莞）有限公司（筹）”，专注于服务玻璃防护屏产品的欧美客户,2021-11-11 08:50:51,301051,002475.SZ
4173,力源信息,平治信息,same_industry,截至11月10日晚间，已有多家元宇宙概念公司收到交易所发出的关注函或问询函，10日晚间，再有力源信息、平治信息等公司收到关注函,2021-11-11 06:48:20,300184.SZ,300571.SZ
4174,佳创视讯,中青宝,same_industry,同时，佳创视讯、中青宝等公司回复了交易所有关元宇宙的问询函,2021-11-11 06:48:20,300264.SZ,300052.SZ
4175,中兴通讯,中国电信,cooperate,云财经讯，11月10日，在2021国际数字科技展暨天翼智能生态博览会期间，中兴通讯与中国电信签署数字家庭战略合作协议，双方将聚焦各自核心竞争力，围绕产业数字化战略落地，深化现有合作基础、拓展合作领域,2021-11-11 19:04:56,000063.SZ,601728
4176,广和通,中国电信,cooperate,广和通在本次博览会同期举办的“终端发展合作论坛暨中国电信终端产业联盟第十二次会员大会”上，与中国电信签约“5G模组及5G行业终端合作”，共同携手助推5G终端发展,2021-11-11 18:16:18,300638.SZ,601728
4177,重药控股,茂业商业,be_reduced_holding,云财经讯，重药控股：股东茂业商业拟减持不超过3%,2021-11-11 17:25:55,000950.SZ,600828.SH
4178,珠海港,秀强股份,unknown,云财经讯，珠海港：拟参与认购子公司秀强股份2021年度向特定对象发行A股股票，认购金额预计约2.35亿元,2021-11-11 17:25:10,000507.SZ,300160.SZ
4179,沈阳化工,联美控股,cooperate,云财经讯，日前，在辽宁上市公司协会协调下，沈阳化工与联美控股就电石渣销售与采购达成合作,2021-11-11 16:50:21,000698.SZ,600167.SH
4180,沈阳化工,联美控股,cooperate,此次合作，拓宽了沈阳化工电石渣的销售渠道，也为联美控股找到了稳定且整体性价比较高的环保脱硫剂原料的采购来源,2021-11-11 16:50:21,000698.SZ,600167.SH
4181,中国电信,紫光国微,cooperate,在会上，中国电信联合紫光国微推出的天翼云卡一体服务首次亮相，中国电信集团、天翼数字生活等多个主展台都重点呈现了该服务与相关产品,2021-11-11 16:25:43,601728,002049.SZ
4182,长荣股份,振德医疗,supply,云财经讯，记者从长荣股份获悉，日前，公司为振德医疗定制的首套全自动口罩生产线整体解决方案，顺利通过验收并成功投产,2021-11-11 13:18:57,300195.SZ,603301.SH
4183,宁德时代,亿纬锂能,same_industry,云财经讯，仅在过去1个月，以宁德时代、亿纬锂能等为代表的A股锂电龙头公司已经宣布了合计高达千亿元的投资扩产计划,2021-11-10 06:58:06,300750.SZ,300014.SZ
4184,宁德时代,亿纬锂能,same_industry,”过去1个月千亿级的投资规模中，宁德时代、亿纬锂能占了半壁江山,2021-11-10 06:58:06,300750.SZ,300014.SZ
4185,恩捷股份,宁德时代,cooperate,云财经讯，恩捷股份：与宁德时代开展合作，双方约定于中国境内共同投资设立一家有限责任公司作为平台公司，主要从事投资干法隔离膜及湿法隔离膜项目,2021-11-10 20:03:14,002812.SZ,300750.SZ
4186,宁德时代,西藏矿业,cooperate,《记录表》显示，“中国宝武与宁德时代于2021年8月份签订战略合作协议，其中涉及到西藏矿业有两方面内容，要求说明该事项是否对你公司生产经营产生重大影响,2021-11-10 19:43:53,300750.SZ,000762.SZ
4187,比亚迪,天齐锂业,unknown,《记录表》显示，“公司正在紧锣密鼓安排股权激励计划，目前国务院预审意见已经反馈给公司”，“前期跟比亚迪和天齐锂业等小股东做了初步沟通，大小股东均更倾向于通过定增的方式，把子公司的股权翻上去，实现股份公司对西藏扎布耶的100%控股,2021-11-10 19:43:53,002594.SZ,002466.SZ
4188,瑞联新材,皖江物流,be_reduced_holding,云财经讯，11月10日电，瑞联新材公告，根据自身资金需要，公司股东皖江物流、杨凌东方富海和东方富海一号拟以集中竞价及大宗交易的方式进行减持，预计减持股份合计不超过170万股，占公司总股本的2.42%,2021-11-10 18:22:45,688550,600575.SH
4189,五洲新春,南钢股份,be_reduced_holding,云财经讯，五洲新春：股东南钢股份拟减持不超过1.63%,2021-11-10 18:15:45,603667.SH,600282.SH
4190,天成自控,上汽集团,cooperate,云财经讯，11月10日电，天成自控发布异动公告，近期，有媒体报道了公司联合上汽集团及科思创中国公司合作开发的碳纤维汽车座椅事宜,2021-11-10 18:10:00,603085.SH,600104.SH
4191,智光电气,广州发展,supply,云财经讯，智光电气：控股孙公司广州华跃电力工程设计有限公司中标广州发展龙川龙母60MW林光互补项目EPC总承包项目，中标金额为1.2亿元,2021-11-10 16:38:32,002169.SZ,600098.SH
4192,恺英网络,联合光电,cooperate,云财经讯，记者获悉，恺英网络投资企业大朋VR（DPVR）宣布近期完成新一轮由联合光电旗下联芯基金、谦宜资本、小村资本等投资机构的千万美元级的联合投资,2021-11-10 13:30:54,002517.SZ,300691.SZ
4193,清源股份,建发股份,cooperate,云财经讯，清源股份消息，公司与厦门建发股份有限公司（600153.SH）在厦门建发国际大厦举行合作签约仪式，双方拟投资成立一家合资公司,2021-11-09 11:39:08,603628.SH,600153.SH
4194,建发股份,清源股份,cooperate,根据合资协议，建发股份将持有合资公司80%股权，清源股份持有20%股权,2021-11-09 11:39:08,600153.SH,603628.SH
4195,平煤股份,兰花科创,fall,云财经讯，煤炭股持续走弱，晋控煤业、平煤股份、山西焦煤、兰花科创跌幅居前，消息上，动力煤期货主力合约跌幅扩大至5%,2021-11-09 11:20:54,601666.SH,600123.SH
4196,心脉医疗,创新医疗,supply,云财经讯，11月9日，心脉医疗旗下上海蓝脉医疗科技有限公司自主研发的Vflower®静脉支架系统通过国家药品监督管理局（NMPA）创新医疗器械特别审查申请，进入特别审查程序“绿色通道”,2021-11-09 08:40:51,688016.SH,002173.SZ
4197,新城控股,建业股份,same_industry,另外，新城控股、建业股份等房企积极偿还到期美元债券或美元票据,2021-11-09 06:55:31,601155.SH,603948
4198,海天味业,天味食品,same_industry,云财经讯，近期，大众消费板块成为A股市场的主线之一，海天味业、天味食品等个股成为资金追捧的对象,2021-11-09 06:53:14,603288.SH,603317.SH
4199,三安光电,光电股份,cooperate,根据泉州、南安市政府与三安光电股份有限公司签订的《投资合作协议》，经研究，同意拨付三安半导体设备购置补助1亿元,2021-11-09 20:26:00,600703.SH,600184.SH
4200,南天信息,农业银行,supply,云财经讯，南天信息(000948)11月9日晚间公告，中标中国农业银行股份有限公司2021年鲲鹏PC服务器入围项目，中标金额14.8666亿元,2021-11-09 19:52:45,000948.SZ,601288.SH
4201,川投能源,长江电力,be_reduced_holding,云财经讯，川投能源：股东长江电力拟减持不超过4%,2021-11-09 19:00:40,600674.SH,600900.SH
4202,广发证券,长江证券,same_industry,其中下半年以来，共有9家券商披露了最新的今年以来的新增借款规模，广发证券、长江证券前10个月累计新增借款分别超上年末净资产的20%和40%,2021-11-09 18:44:03,000776.SZ,000783.SZ
4203,桂冠电力,长江电力,increase_holding,云财经讯，桂冠电力：自2021年6月24日至2021年11月9日，长电投资累计增持公司1%股份；本次增持后长电投资持有公司1%股份，长电投资及其一致行动人长江电力持有公司11%股份,2021-11-09 16:58:03,600236.SH,600900.SH
4204,华东医药,创新医疗,superior,云财经讯，华东医药：子公司产品肾小球滤过率动态监测系统进入创新医疗器械特别审查程序,2021-11-09 16:34:02,000963.SZ,002173.SZ
4205,华鑫股份,飞乐音响,unknown,云财经讯，华鑫股份：截至公开征集截止时间，飞乐音响收到上海国盛集团资产有限公司一家意向受让方提交的申请材料，将尽快组建评审工作小组对意向受让方进行评审；飞乐音响计划转让公司6%股份,2021-11-09 15:35:12,600621.SH,600651.SH
4206,彤程新材,华微电子,cooperate,云财经讯，11月6日，在第四届进博会现场，杜邦电子与工业事业部与彤程新材旗下北京科华微电子材料有限公司宣布开展一项合作计划，为中国集成电路芯片制造商提供高性能光刻材料,2021-11-08 21:35:48,603650.SH,600360.SH
4207,圣湘生物,科华生物,cooperate,云财经讯，圣湘生物：公司拟与科华生物合计出资5000万元，投资设立合资公司“湖南圣科生物技术有限公司”,2021-11-08 17:43:03,688289,002022.SZ
4208,安徽建工,安徽水利,supply,云财经讯，11月8日电，安徽建工公告，三家控股子公司中标项目：安徽三建工程有限公司中标萧县凤城医院建设项目，中标价7.31亿元；安徽省公路桥梁工程有限公司联合体中标合肥新桥机场S1线合肥西站枢纽先行段工程土建施工总承包项目，中标价14.11亿元；安徽水利开发有限公司中标龙河口引水工程施工1标段，中标金额7.21亿元,2021-11-08 17:35:40,600502.SH,600502.SH
4209,华友钴业,兴发集团,cooperate,云财经讯，11月8日电，华友钴业发布股价异动公告，近期，公司布局磷酸铁锂业务，分别与控股股东和兴发集团签订了《股权收购意向书》和《合作框架协议》，相关收购和合作事项仅表达交易双方的初步意愿，后续是否签订合同、签订时间及合同内容尚存在不确定性,2021-11-08 17:33:00,603799.SH,600141.SH
4210,双良节能,晶盛机电,cooperate,云财经讯，11月8日电，双良节能公告，与晶盛机电签订的《单晶炉买卖合同》合同总金额由14.05亿元变更为22.43亿元,2021-11-08 17:14:38,600481.SH,300316.SZ
4211,三峡能源,宁德时代,cooperate,云财经讯，记者获悉，11月4日，三峡能源总经理、党委副书记赵国庆，与宁德时代储能事业部执行总裁苏晴、山东电工电气集团副总经理、党委委员陈刚一行在京举行座谈，三方就储能业务合作进行深入交流,2021-11-08 15:50:24,600905,300750.SZ
4212,三峡能源,宁德时代,cooperate,三峡能源党委委员、副总经理刘姿，宁德时代储能事业部副总裁欧阳成新等参加座谈,2021-11-08 15:50:24,600905,300750.SZ
