,head,tail,relation,sentence,time,head_code,tail_code
1279,康希诺,生物股份,未知Unknown,云财经讯，记者获悉，2月19日，康希诺生物股份公司的重组新型冠状病毒疫苗（5型腺病毒载体）克威莎®经国务院联防联控机制批准，成为国内首个获批用于序贯加强免疫接种的腺病毒载体新冠疫苗,2022-02-19 16:26:20,688185,600201.SH
1280,福田汽车,北京君正,未知Unknown,中国重型汽车集团、乐陵禾田电动车、潍坊福田汽车等汽车及零部件企业，中科院微电子研究所、合肥杰发科技、广东大湾区集成电路与系统应用研究院、上海芯旺微电子、北京君正等芯片企业参会,2021-12-15 14:45:41,600166.SH,300223.SZ
1281,康龙化成,泰格医药,同跌,港股生物医药板块走低，药明系领跌，康龙化成、泰格医药跌超9%，金斯瑞生物科技跌近8%，荣昌生物跌超6%，腾盛博药跌近6%，药明巨诺、百济神州跌超4%,2022-02-08 09:39:00,300759.SZ,300347.SZ
1282,宁德时代,国轩高科,未知Unknown,【大众中国CEO冯思瀚：大众在华与宁德时代、国轩高科、A123保持合作关系】大众中国CEO冯思瀚今日表示，大众在中国的电池供应商主要是本土公司，大众与国轩高科就“标准电芯”、固态电池等保持有合作研发，但国轩高科不是大众在华唯一的合作伙伴，大众同时与宁德时代、A123形成了生态关系,2022-01-11 10:09:51,300750.SZ,002074.SZ
1283,中公教育,华夏幸福,同跌,【2021年十大熊股尘埃落定：中公教育全年跌近8成 ST股占半壁江山】2021年A股收官，十大熊股(非次新)出炉，中公教育全年累计下跌77.63%跌幅位居两市首位，华夏幸福跌72.16%位居次席，跌幅榜前十的个股中有5只ST股，其中ST凯乐全年累计下跌71.56%位居跌幅榜第三位,2021-12-31 16:19:28,002607.SZ,600340.SH
1284,*ST中葡,中信国安,下级,【受控股股东重整影响 *ST中葡控制权恐生变】中信国安葡萄酒业股份有限公司2月7日发布公告称，公司于2022年1月30日收到控股股东中信国安集团有限公司及一致行动人中信国安投资有限公司的告知函，告知函称，北京市第一中级人民法院已裁定受理相关债权人对国安集团进行重整的申请，而此事件可能导致*ST中葡的控制权发生变更,2022-02-07 20:54:34,600084.SH,000839.SZ
1285,兖州煤业,中煤能源,同涨,港股煤炭概念股走高，兖煤澳大利亚涨近16%，兖州煤业股份、中煤能源跟涨,2021-11-18 10:19:00,600188.SH,601898.SH
1286,协鑫能科,智慧能源,上级,协鑫能科：公司拟以自有资金对全资子公司协鑫智慧能源（苏州）有限公司现金增资24亿元，本次增资完成后，协鑫智慧能源注册资本由36亿元变更为60亿元,2021-12-08 17:13:44,002015.SZ,600869.SH
1287,久吾高科,金浦钛业,合作,本次签约的徐州钛白钛石膏资源化项目是久吾高科与金浦钛业在钛石膏资源化利用技术应用的二次深度合作,2022-02-18 14:59:21,300631.SZ,000545.SZ
1288,中国银行,建设银行,未知Unknown,云财经讯，11月27日电，近日，中国银行山西省分行、建设银行山西省分行发放了4笔碳减排项目贷款共计3.54亿元，贷款加权平均利率4.05%，将带动年度碳减排量5.49万吨,2021-11-27 11:53:34,601988,601939
1289,建发股份,宏发股份,被减持,建发股份公告，2021年12月2日至12月16日，控股子公司联发集团累计出售宏发股份1273万股股票，占其当前总股本的1.7095%，累计成交金额8.97亿元,2021-12-17 16:10:00,600153.SH,600885.SH
1290,光大证券,暴风集团,未知Unknown,云财经讯，11月29日电，记者从权威人士处了解到，光大证券前董事长薛峰，已于数月前被有关方面带走调查，核心事由可能涉及此前沸沸扬扬的明星跨国并购案——暴风集团收购英国体育版权公司MPS（ MP&Silva Holding S.A.）事件,2021-11-29 10:25:48,601788.SH,300431.SZ
1291,东方日升,建发股份,合作,1月12日，东方日升与建发股份全资子公司建发清洁能源就光伏领域达成战略合作意向，并签订了2022年度500兆瓦高效光伏组件采购协议,2022-01-13 17:24:00,300118.SZ,600153.SH
1292,中信证券,农业银行,未知Unknown,【外汇业务违规 财付通、农行、中信证券等被罚！】近日，国家外汇管理局深圳市分局发布一批行政处罚决定，腾讯旗下第三方支付公司财付通支付科技有限公司、中信证券股份有限公司、深圳农村商业银行股份有限公司、中国农业银行股份有限公司深圳福田支行等机构均在列,2021-11-28 17:30:24,600030.SH,601288.SH
1293,中国联通,五粮液,合作,云财经讯，中国联通微信公众号12月25日消息，12月23日，中国联通与五粮液集团在成都签署战略合作协议,2021-12-25 15:19:25,600050.SH,000858.SZ
1294,国泰君安,广发证券,同行,近年公司不断优化产业链结构，坚持品种结构调整，积极开拓市场，纺织主业盈利水平进一步提升；同时，公司持有的证券资产（国泰君安、广发证券等）报告期内公允价值上升、获得分红及处置收益影响损益约2.38亿元,2022-01-24 17:59:43,601211.SH,000776.SZ
1295,新元科技,中国电信,合作,【新元科技：中国电信江西分公司云和大数据中心项目对公司IDC业务的后续应用推广起到积极作用】新元科技在互动平台表示，公司与中国电信江西分公司共建的中国电信江西分公司云和大数据中心项目顺利履行将有利于扩大公司在数据中心行业的市场份额和影响力，驱动公司数据中心业务的增长，提高公司IDC项目的竞争力，并对公司IDC业务的后续应用推广起到积极作用，增加新的利润增长点，提升公司整体效益,2022-02-21 13:42:01,300472.SZ,601728
1296,三维股份,中国电建,未知Unknown,三维股份公告，合营企业四川三维于近日收到中标通知书，确认四川三维中标《中国电建市政建设集团有限公司成都轨道交通19号线二期轨道工程预制轨道板采购项目》，预计中标金额1.12亿元,2022-01-03 17:30:00,603033.SH,601669.SH
1297,神州泰岳,中国神华,供应,【神州泰岳入选中国神华国际工程有限公司供应商库】日前，在中国神华国际工程有限公司组织的信息公司2022年-2023年咨询、实施、运维、信息安全技术服务商集中资格预审项目中，北京神州泰岳软件股份有限公司被确定为资格合格的供应商,2021-12-24 18:51:34,300002.SZ,601088.SH
1298,中国电信,中国联通,同涨,港股电信股走高，中国移动、中国电信涨近4%，中国联通涨近3%,2022-02-07 15:51:00,601728,600050.SH
1299,华宏科技,五矿稀土,未知Unknown,华宏科技公告，全资子公司鑫泰科技分别与五矿稀土集团和宁波复能签订了“长期供货协议”，协议品种为稀土氧化物，月度订货量合计132.5吨,2022-01-14 16:16:50,002645.SZ,000831.SZ
1300,金诚信,紫金矿业,合作,【金诚信：签署7.18亿元日常经营合同】金诚信公告，公司全资子公司金诚信塞尔维亚矿山建设有限公司近期与塞尔维亚紫金矿业有限公司就丘卡卢-佩吉铜金矿下部矿带井巷工程(第二标段)签署经营合同，合同金额约7.18亿元,2022-02-07 17:03:03,603979.SH,601899.SH
1301,竞业达,海量数据,未知Unknown,【竞业达：子公司拟搭建算力中心 目前尚在筹备和申报阶段】竞业达披露投资者关系活动记录表公告，公司在张家口市怀来县成立全资子公司怀来元宇动力科技有限公司，是希望立足怀来环北京区域大数据产业战略发展定位，搭建大型算力中心，以贯穿行业IAAS、DAAS、PAAS、SAAS的云架构模式，融合海量数据处理、异构计算能力调度等高效率算力能力，提供技术优化、咨询规划、运营建设等服务,2022-02-23 22:21:03,3005,603138.SH
1302,药明康德,康龙化成,同跌,港股生物医药板块大跌，药明生物跌超21%，药明康德跌超20%，康龙化成跌近17%，荣昌生物跌超16%，金斯瑞生物科技跌超14%,2021-12-15 15:44:00,603259.SH,300759.SZ
1303,三特索道,天风证券,未知Unknown,云财经讯，三特索道(002159)2月11日晚间公告，公司拟出售天风证券股份不超过2848.99万股,2022-02-11 19:34:40,002159.SZ,601162.SH
1304,老白干酒,贵州茅台,同涨,指数早盘高开高走，创业板指涨近2%，国防军工、半导体及元件、稀土永磁等板块活跃，白酒概念拉升大涨，老白干酒触及涨停，贵州茅台股价重回2000元/股，机场航运、煤炭概念走弱，地产股早盘较低迷，三市个股涨多跌少，炸板率低，赚钱效应较强,2021-12-08 11:30:00,600559.SH,600519.SH
1305,中国电信,中兴通讯,未知Unknown,云财经讯，近日，中国电信公布统谈统签类核心路由交换设备（2021年）集中采购项目核心路由器（CR）CR-A1、CR-A2标包中标结果，中兴通讯核心路由器ZXR10 T8000以30%份额中标CR-A1（单机）标段，排名第二；同时以综合排名第一成绩中标CR-A2（集群）标段,2021-12-20 20:17:11,601728,000063.SZ
1306,中国长城,长城信息,上级,  中国长城公告，公司分拆所属子公司长城信息至创业板上市申请获深交所受理,2021-12-30 20:18:53,000066.SZ,000748.SZ
1307,浙商银行,江苏银行,同行,目前已有浙商银行、江苏银行、百信银行等商业银行布局元宇宙，其中百信银行已推出NFT数字藏品,2022-01-17 06:51:59,601916.SH,600919.SH
1308,中国银行,中储股份,合作,【中储上海携手中国银行启动“数字人民币”支付服务】记者从中储股份获悉，11月30日，中储上海携手中国银行在中储上海各大仓库上线“数字人民币”支付服务,2021-12-01 11:24:47,601988,600787.SH
1309,西藏矿业,红日药业,同涨,以封单金额计算，汇通集团、西藏矿业、红日药业等涨停板封单资金较多，分别有5.6亿元、2.29亿元、2.02亿元,2022-01-06 15:31:30,000762.SZ,300026.SZ
1310,工商银行,上海电力,未知Unknown,上海数据交易所成立当天，受理挂牌和完成挂牌的数据产品约100个，涉及金融、交通、通信等八大类，达成了部分首单交易，包括工商银行和上海电力达成交易的“企业电智绘”数据产品以...,2021-11-25 09:36:00,601398.SH,600021.SH
1311,宁德时代,万顺新材,未知Unknown,【锂电铝箔有供货给宁德时代等头部企业？万顺新材回应】关于公司的锂电铝箔有供货给宁德时代、国轩、SK等国内外头部企业吗？万顺新材回应称，公司已送样、接洽下游电池头部企业，具体客户情况敬请届时关注公司定期报告,2021-11-23 11:06:52,300750.SZ,300057.SZ
1312,厦门钨业,厦钨新能,未知Unknown,【厦门钨业：下属公司拟投建锂离子电池正极材料扩产项目及磷酸铁锂生产线】厦门钨业(600549)12月14日晚间公告，下属公司厦钨新能拟在海璟基地投资建设9#车间锂离子电池正极材料30000吨扩产项目，投资金额9.9亿元；项目建设完成后，厦钨新能海璟基地将达到年产70000吨锂电池正极材料的产能,2021-12-14 17:35:05,600549.SH,688778
1313,昊海生科,复星医药,同跌,港股医美概念股持续走低，时代天使跌近10%，复锐医疗科技跌7.58%，现代牙科跌6.72%，昊海生科跌4.74%，复星医药跌4.58%,2021-12-06 13:03:30,688366.SH,600196.SH
1314,上海梅林,益民集团,未知Unknown,【上海梅林：拟将食品进出口100%股权转让给益民集团】上海梅林公告，为进一步聚焦以肉业为主的发展战略，拟将所持上海市食品进出口有限公司(“食品进出口”)100%股权，以5153.35万元的转让价格，通过上海联合产权交易所向公司控股股东益民集团协议转让,2022-01-24 16:36:39,600073.SH,600824.SH
1315,葛洲坝,中国能建,合作,【葛洲坝牵头的联合体中标保定中学总承包项目】近日，中国能建葛洲坝建设公司牵头与中冀石化工程设计股份有限公司组成的联合体中标保定中学总承包项目,2022-02-17 12:34:07,600068.SH,601868
1316,浙大网新,南京银行,未知Unknown,从浙大网新了解到，近日，浙大网新旗下子公司恒天软件成功中标南京银行金融市场智能交易系统建设项目，在构建金融市场智能化交易管理系统，实现一站式智能交易管理与风控的道路上又迈出了坚实的一步,2021-12-24 14:42:00,600797.SH,601009.SH
1317,七彩化学,蓝丰生化,同涨,染料板块持续拉升，七彩化学涨超4%，蓝丰生化、福莱蒽特、亚邦股份跟涨,2022-01-26 14:14:00,300758.SZ,002513.SZ
1318,海螺水泥,金隅集团,同跌,港股建材水泥股走低，华润水泥控股跌近4%，海螺水泥跌超3%，金隅集团、亚洲水泥跌超2%,2021-12-10 13:12:15,600585,601992.SH
1319,同花顺,元隆雅图,未知Unknown,据同花顺数据显示，此前6个交易日元隆雅图累计涨幅近80%,2022-02-15 10:57:00,300033.SZ,002878.SZ
1320,浙商银行,江苏银行,同行,【商业银行进军“元宇宙”！金融服务模式将被颠覆？】商业银行与元宇宙结合，会擦出什么样的火花？据统计，目前已有浙商银行、江苏银行、百信银行3家商业银行布局“元宇宙”,2022-01-15 05:45:27,601916.SH,600919.SH
1321,通业科技,中国中车,合作,通业科技：自2021年3月29日公司上市之日至2022年1月6日期间，公司与中国中车控制的下属单位已签订的正式合同金额累计达1.7亿元，占公司2020年度经审计主营业务收入的54.77%,2022-01-07 20:00:00,300960,601766.SH
1322,大禹节水,江苏国信,合作,【大禹节水：联合体中标12亿元农村生活污水治理EPC项目】大禹节水1月23日晚间公告，控股子公司杭州设计院与江苏国信建设有限公司、沛县兴田建设有限责任公司、中国能源建设集团广东火电工程有限公司组成联合体取得沛县农村生活污水治理2021年EPC项目中标结果公示，项目金额约12.04亿元,2022-01-23 16:47:21,300021.SZ,002608.SZ
1323,杭可科技,亿纬锂能,未知Unknown,云财经讯，杭可科技：公司近日收到亿纬锂能通过电子邮件发送的定点通知，中标项目为锂电池生产设备，中标金额4.97亿元,2022-01-25 16:06:20,688006.SH,300014.SZ
1324,昊海生科,爱博医疗,未知Unknown,云财经讯，2月16日，昊海生科方面表示，公司关注到爱博医疗2月15日相关公告情况，亨泰视觉系昊海生科控股子公司，针对该项起诉，亨泰视觉尚未收到法院通知及正式起诉文书，因此对爱博医疗单方面诉讼主张的理由、事实和动机不便评价，将密切关注该事项进展，相信法律会给出公正裁决,2022-02-16 18:41:12,688366.SH,688050
1325,中电环保,包钢股份,合作,【中电环保：预中标3.84亿元总排废水综合整治项目】中电环保(300172)12月16日晚间公告，以公司为牵头人的联合体预中标包钢股份动供总厂总排废水综合整治项目EPC总承包，预中标金额3.84亿元，约占2020年经审计营业收入总额的37.66%,2021-12-16 19:12:09,300172.SZ,600010.SH
1326,上海电力,浙能电力,未知Unknown,据不完全统计，目前业绩大幅预亏的企业主要集中在电力行业，被煤价上涨侵蚀利润的包括上海电力、金山股份、浙能电力,2022-01-10 23:15:07,600021.SH,600023.SH
1327,药明康德,泰格医药,同涨,港股生物医药板块走高，启明医疗涨近15%，金斯瑞生物科技涨超8%，康方生物、再鼎医药涨近5%，药明生物、药明康德、泰格医药涨近4%,2021-12-31 09:56:12,603259.SH,300347.SZ
1328,华能国际,比亚迪,未知Unknown,行业板块涨跌参半，电力股大涨居前，华能国际涨8%；医药股全线走强，药明生物涨超6%；苹果概念股大涨，比亚迪电子涨逾5%；体育用品股强劲，李宁涨超5%；稀土、特斯拉、光伏等概念股表现活跃,2021-12-08 12:07:59,600011,002594.SZ
1329,国轩高科,宁德时代,未知Unknown,国轩高科南京公司、贵阳弗迪电池有限公司、宁德时代等多家公司负责人对记者表示，生产一线员工春节无休，力争虎年“开门红”,2022-02-08 07:21:04,002074.SZ,300750.SZ
1330,国统股份,安徽水利,未知Unknown,【国统股份：中标安徽水利龙河口引水工程管件采购工程】国统股份晚间公告，公司收到安徽水利招标中心、安徽水利开发有限公司第一工程分公司发来的中标通知书，确定公司为安徽水利龙河口引水工程Ⅰ标段PCCP管及管配件采购工程的中标单位，中标金额约8904万元，占公司2020年度营业总收入的10.22%,2021-11-30 17:16:13,002205.SZ,600502.SH
1331,温氏股份,獐子岛,未知Unknown,【今日财经TOP10】➊「国务院印发《“十四五”节能减排综合工作方案》」➋「发改委：加强流通领域反垄断和反不正当竞争执法」➌「发生了什么？滴滴货运、货拉拉、快狗三家货运平台被上海执法部门集中约谈」➍「蔡鄂生被开除党籍：寡廉鲜耻，大搞权色、钱色交易」➎「多地调整公积金贷款政策，商贷放款速度加快」➏「变局！中国信达高管入驻恒大董事会，危机迎来曙光？」➐「团车、理想两大CEO互“撕”背后 营销还是闹剧？」➑「一头猪亏1000元 1300余万头猪是怎样“吃垮”温氏股份的？」➒「雀巢饼干因印度教神灵包装形象惹怒印度人，“被迫”道歉」➓「獐子岛命悬一线：突击卖资产保命 6年里虾夷扇贝跑路4次」 https://finance.sina.com.cn/china/caijingtop10/2022-01-24/doc-ikyamrmz7182915.shtml,2022-01-24 21:16:45,300498.SZ,002069.SZ
1332,阳光电源,宁德时代,合作,【阳光电源董事长曹仁贤与宁德时代董事长曾毓群举行座谈】据阳光电源消息，2月9日，阳光电源董事长曹仁贤率队到访宁德时代总部，与宁德时代董事长曾毓群举行座谈，双方就进一步加强储能等新能源领域的全球合作进行了深入交流,2022-02-09 20:45:27,300274.SZ,300750.SZ
1333,大唐发电,华能国际,同涨,绿电概念股集体爆发，大唐发电、华润电力、华能国际电力涨超7%，中广核新能源、中广核电力涨超3%,2021-12-15 12:09:24,601991.SH,600011
1334,赣锋锂业,金风科技,同跌,港股碳中和概念股走低，赣锋锂业跌超12%，金风科技跌近10%，中广核矿业跌近9%，东岳集团、大唐新能源跌超8%，水发兴业能源跌超7%,2021-12-20 13:02:00,002460.SZ,002202.SZ
1335,南网能源,阿拉丁,被投资,通过投资南网能源，阿拉丁加强了在综合节能领域的布局，进一步完善能源产业生态链，利用资本和市场机制优势，助力实现国家“双碳”目标,2022-02-20 15:33:27,3035,688179
1336,牧原股份,温氏股份,同行,继续推荐生猪养殖板块贝塔机会，推荐标的：牧原股份、温氏股份、正邦...,2022-01-23 09:52:00,002714.SZ,300498.SZ
1337,中国人寿,万达信息,投资,中国人寿保险资金对万达信息的投资依法合规，完全适格,2022-01-10 13:28:00,601628.SH,300168.SZ
1338,中信建投,徐家汇,未知Unknown,【迪阿股份大涨41.18% 两机构合计买入2.85亿元】迪阿股份上市首日收涨41.18%，龙虎榜数据显示，两机构合计买入2.85亿元，四机构合计卖出1.15亿元，申港证券深圳分公司买入1.19亿元，中信建投上海徐家汇路买入9100万元,2021-12-15 16:40:27,601066.SH,002561.SZ
1339,苏泊尔,地素时尚,未知Unknown,此外，苏泊尔、居然之家、地素时尚的解禁市值居前,2021-12-18 09:01:52,002032.SZ,603587.SH
1340,晨鸣纸业,太阳纸业,同涨,晨鸣纸业、玖龙纸业、太阳纸业等在内的多家纸企，自今年9月份以来都曾发过或多次发布过涨价函，龙头大厂的提价也令许多中小造纸企业闻风而动，集体涨价,2021-12-22 06:44:07,000488.SZ,002078.SZ
1341,大众公用,中国银行,未知Unknown,【大众公用：获评绿色企业最高等级】1月13日，国内绿色金融领域第三方评估机构中诚信绿金科技（北京）有限公司根据中国银行保险监督管理委员会发布的《绿色融资统计制度》、国家发展和改革委员会等七部委发布的《绿色产业指导目录（2019年版）》等其他相关标准进行绿色企业评估，授予上海大众公用事业（集团）股份有限公司Ge-1级绿色企业等级,2022-01-14 17:39:59,600635.SH,601988
1342,天齐锂业,西藏矿业,同跌,【盐湖提锂板块午后下挫】盐湖提锂板块午后下挫，藏格矿业跌超5%，天齐锂业、西藏矿业、盐湖股份跟跌,2021-12-16 13:15:36,002466.SZ,000762.SZ
1343,卡倍亿,贵州燃气,同行,【可转债打新户数破1100万】卡倍亿和贵州燃气公告显示，卡倍转债和贵燃转债打新户数双双突破1100万户，其中贵燃转债申购户数高达1119万户，这也是可转债改革以来，可转债打新的最高参与户数,2021-12-28 13:48:32,300863,600903.SH
1344,中国电建,中国交建,同涨,从虎年首个交易日石化双雄的崛起，以及中国电建、中国交建等大盘蓝筹股的涨停，到2月8日，兰州银行的逆市涨停，再到2月9日中国移动的爆发，种种迹象彰显出虎年A股市场新的变化、新的活力,2022-02-10 03:33:00,601669.SH,601800
1345,旗滨集团,南玻A,同行,（3）多业务布局的玻璃龙头旗滨集团、南玻A,2021-12-28 08:22:27,601636.SH,000012.SZ
1346,东方财富,华泰证券,竞争,【“地表最强”营业部来了！东财、华鑫、华泰包揽龙虎榜前三 “碳中和”主题受追捧】截至11月30日，东方财富证券拉萨团结路第二证券营业部今年以来的龙虎榜成交额为867.66亿元，居首位；华鑫证券上海分公司和华泰证券营业总部分别以7352.28亿元和671.06亿元紧随其后,2021-12-01 23:27:51,300059.SZ,601688.SH
1347,西部黄金,湖南黄金,同涨,  受俄乌战争影响，避险情绪进一步发酵，黄金板块直线拉升，西部黄金、湖南黄金涨停,2022-02-24 13:03:51,601069.SH,002155.SZ
1348,中国太保,陆家嘴,合作,同时，中国太保旗下太保资产、国联安基金与浦东金融局、陆家嘴服务局共同签署了《加快推进上海全球资管中心建设专项合作协议》,2021-12-24 20:26:18,601601.SH,600663.SH
1349,中科电气,红宝丽,未知Unknown,【午间公告：中科电气子公司引入战投；ST奥马拟出售四家子公司股权】红宝丽：根据错峰用电要求并完成检修工作后，子公司泰兴化学公司DCP装置近日复产,2021-12-15 11:53:30,300035.SZ,002165.SZ
1350,宁德时代,上海临港,上级,2月19日，宁德时代上海临港产业项目（瑞庭电池基地项目、智能科技项目）正式开工，并将在一年内建成投产,2022-02-19 17:16:00,300750.SZ,600848.SH
1351,宁德时代,东兴证券,未知Unknown,【宁德时代今日出现1.49亿元折价大宗交易】宁德时代出现1.49亿元折价大宗交易，成交价每股577.40元，卖出方为东兴证券福州五四路，接盘方为东兴证券宁德闽东中路,2022-01-17 16:28:50,300750.SZ,601198.SH
1352,科远智慧,浦发银行,供应,【科远智慧回复关注函：尚未收到浦发银行南通分行提供的任何质押手续证明材料】科远智慧回复深交所关注函：公司未在浦发银行南通分行办理过质押业务，截至本公告日，公司尚未收到浦发银行南通分行提供的任何质押手续证明材料,2021-11-24 16:43:49,002380.SZ,600000.SH
1353,中国软件,长城科技,被供应,中国软件公告，为促进公司产品化、服务化、运营化转型发展，更好地支撑税务等领域业务项目的开展，拟以自有资金向关联方中电长城科技有限公司(简称中电长城)采购800台长城2500芯片服务器用于云平台建设，交易金额人民币6600.36万元,2021-12-21 18:14:00,600536.SH,603897.SH
1354,彩虹集团,苏宁易购,纠纷,彩虹集团：近日就与苏宁采购中心、苏宁易购票据纠纷一案向江苏省南京市中级人民法院提起诉讼，请求判令二被告向原告支付票据款项3671万元及利息,2021-11-22 11:58:02,3023,002024.SZ
1355,中原证券,国盛金控,竞争,上述公司中，中原证券、国盛金控、太平洋净利润预计同比增速均超过100%,2022-02-14 12:49:41,601375.SH,002670.SZ
1356,中国联通,中国电信,同涨,港股电信股齐涨，中国移动(00941.HK)涨1.85%，电讯盈科(00008.HK)涨1.72%，中国联通(00762.HK)涨1.5%，中国电信(00728.HK)涨1.37%,2022-01-24 13:49:30,600050.SH,601728
1357,威龙股份,平安银行,被减持,云财经讯，威龙股份：股东中铁宝盈资产-平安银行-中铁宝盈-润金1号资产管理计划拟减持不超过3%,2021-12-16 18:06:16,603779.SH,000001.SZ
1358,国科微,景嘉微,未知Unknown,国科微、景嘉微齐发公告，透露国家集成电路产业投资基金股份有限公司未来减持计划，将分别被减持不超过364万股、602万股，均占总股本的2%,2022-01-10 23:58:00,300672.SZ,300474.SZ
1359,四川路桥,比亚迪,合作,股权穿透图显示，该公司由四川路桥建设集团股份有限公司、比亚迪股份有限公司等共同持股,2021-12-31 10:29:59,600039.SH,002594.SZ
1360,九安医疗,国信证券,未知Unknown,【九安医疗涨停 东亚前海证券深圳分公司买入2.43亿元】九安医疗今日涨停，龙虎榜数据显示，东亚前海证券深圳分公司买入2.43亿元，国信证券广州分公司买入9889万元，一机构席位卖出6654万元,2022-01-20 16:31:34,002432.SZ,002736.SZ
1361,众信旅游,中青旅,同涨,景点及旅游板块开盘走强，众信旅游涨停，凯撒旅业、长白山、中青旅跟涨,2021-12-09 09:31:00,002707.SZ,600138.SH
1362,牧原股份,招商证券,纠纷,云财经讯，12月3日电，牧原股份在互动平台上上，公司近日关注到，招商证券工作人员杨某在股票交流群中，发布与本公司相关的不实言论,2021-12-03 09:08:41,002714.SZ,600999.SH
1363,智慧能源,新和成,未知Unknown,中国工程院院士、浙江大学教授孙优贤表示，该中心的成立具有重要意义，有利于双方在产业、技术、人才等多方面的优势互补，能促进双方在智慧能源领域的科技创新和成果转化,2022-01-27 09:05:26,600869.SH,002001.SZ
1364,陕西金叶,宣亚国际,未知Unknown,云财经讯，深交所：本周对近期涨幅异常的 “三羊马”“陕西金叶”“宣亚国际”进行重点监控,2021-12-17 18:10:59,000812.SZ,300612.SZ
1365,当升科技,中伟股份,合作,当升科技开盘涨超8%，公司超46亿元定增结果出炉，国新投资获配13亿，同时受到汇安、南方、财通、诺德等公募追捧；同时公司与中伟股份签署战略合作框架协议，拟投建不低于30万吨/年磷酸铁锂等项目,2021-12-01 09:33:29,300073.SZ,300919
1366,大北农,登海种业,未知Unknown,继续重点建议关注种业板块，推荐具备生物育种研发优势的大北农、具备优质种质资源和品种资源的杂交玉米种业龙头登海种业,2021-12-13 08:43:34,2385,002041.SZ
1367,华东医药,西藏矿业,未知Unknown,华东医药最受关注，参与调研的机构达到346家；西藏矿业被223家机构调研，榜单中排名第二,2022-01-12 09:34:07,000963.SZ,000762.SZ
1368,同仁堂,白云山,同涨,港股中医药概念股走高，现代中药集团涨近10%，中国中药涨近9%，同仁堂科技涨超5%，白云山涨近4%,2022-01-03 09:38:00,600085.SH,600332.SH
1369,中集集团,深圳能源,未知Unknown,云财经讯，11月23日电，中集集团公告，集团全资控股子公司中集租赁拟引入深圳资本集团、深圳能源集团及天津凯瑞康作为战略投资者,2021-11-23 22:13:32,000039.SZ,000027.SZ
1370,嘉元科技,宁德时代,合作,云财经讯，嘉元科技：与宁德时代新能源科技股份有限公司签订《合资经营投资意向备忘录》，本次拟设立合资公司首期注册资本为5亿元，本次共同设立合资公司为规划建设年产10万吨高性能铜箔项目,2021-12-08 18:47:14,688388.SH,300750.SZ
1371,四创电子,中电科,被投资,云财经讯，四创电子：中电博微拟将其持有的公司2.83%股份无偿划转给中电科投资控股有限公司持有,2021-12-14 18:50:14,600990.SH,600877.SH
1372,杭叉集团,天津港,未知Unknown,【杭叉集团：氢燃料电池叉车再接大单】12月20日，杭叉集团(603298)全资子公司杭叉集团(天津)新能源叉车有限公司与天津新氢动力科技有限公司第二次批量采购合同签约仪式在天津港保税区举行，杭叉新能源副总经理刘江和新氢动力总经理张启东出席了签约仪式，并代表双方共同签署了100台氢燃料电池叉车采购合同,2021-12-20 20:53:36,603298.SH,600717.SH
1373,宁德时代,欣旺达,未知Unknown,【汽车圈炸锅：小鹏要“替换”宁德时代？因为电池太贵！公司紧急回应：与事实有巨大出入】1月30日，针对近日市场有关“欣旺达将作为小鹏G9某一版本的A供”及“将宁德时代逐步替换为中航锂电”的传闻，小鹏汽车官方回应表示，“近日外面传播的我们要转移供应商或由某供应商来做我们核心电池供应商的消息，均与事实有巨大出入,2022-01-31 06:16:01,300750.SZ,300207.SZ
1374,联建光电,光电股份,未知Unknown,【深交所对ST联建持股5%以上股东何吉伦发监管函】何吉伦作为深圳市联建光电股份有限公司持股5%以上股东，于2021年11月26日至2021年11月30日期间因执行司法裁定导致质押股票通过集中竞价交易方式被动减持，存在减持前未披露减持计划、减持行为发生日距离减持计划预披露日不足15个交易日的情形,2022-01-07 20:37:00,300269.SZ,600184.SH
1375,金种子酒,雅本化学,未知Unknown,【研报精选：东数西算概念名单！“喝酒吃药”也来了？金种子酒3连板 雅本化学狂飙】从盘面上来看，受“东数西算”工程正式启动消息提振，以算力概念领衔的科技股飙升，煤炭、钢铁等板块同样表现不俗,2022-02-18 12:40:37,600199.SH,300261.SZ
1376,晨鸣纸业,博汇纸业,同涨,【多家纸企宣布涨价 铜版纸、白卡纸上涨200元/吨】12月底，晨鸣纸业、博汇纸业、万国纸业等多家纸企发布涨价函，宣布纸价上涨200/吨，主要涉及铜版纸、白卡纸等产品,2021-12-31 13:45:08,000488.SZ,600966.SH
1377,包钢股份,北方稀土,未知Unknown,【包钢股份：与北方稀土续签稀土精矿供应合同 稀土精矿交易价格上调】包钢股份公告，与北方稀土续签稀土精矿关联交易协议,2022-01-07 15:56:46,600010.SH,600111.SH
1378,宁德时代,比亚迪,未知Unknown,【又有肉签？本周4只新股启动申购 宁德时代、比亚迪供应商现身！】2022年首周，在A股深度调整下，上周(1月4日到7日)上市的5家公司中，1家破发,2022-01-10 01:46:19,300750.SZ,002594.SZ
1379,韵达股份,中信证券,未知Unknown,【韵达股份现近4亿元折价大宗交易 机构接盘】韵达股份现近4亿元折价大宗交易，较收盘价折价9.2%；机构接盘，卖方为中信证券上海东方路营业部,2021-12-27 16:41:27,002120.SZ,600030.SH
